xtf_id,Date,Power,Inclination,Orientation,PlantCategory,ElectricityProductionPlantR
detail_1971,2017-05-25,12.26,,,plantcat_9,62614
detail_1972,2015-03-06,102.56,,,plantcat_8,63037
detail_1973,2020-04-23,6.6,,,plantcat_8,62826
detail_1974,2014-06-26,45.94,,,plantcat_8,62506
detail_1975,2017-03-07,2.32,,,plantcat_9,62546
detail_1976,2020-08-18,11.2,,,plantcat_8,62469
detail_1977,2016-09-20,48.6,,,plantcat_8,62600
detail_1978,2017-03-30,73.53,,,plantcat_8,62750
detail_1979,2020-02-14,2.82,,,plantcat_9,64961
detail_1980,2014-11-14,2.13,,,plantcat_10,62755
detail_1981,2015-07-15,8.26,,,plantcat_9,62755
detail_1982,2019-05-29,4.55,,,plantcat_8,62817
detail_1983,2016-06-23,16.5,,,plantcat_9,62766
detail_1984,2015-11-27,115.64,,,plantcat_8,62916
detail_1985,2012-03-15,5.33,,,plantcat_8,63109
detail_1986,2016-03-18,56.05,,,plantcat_8,63025
detail_1987,2016-02-15,7.92,,,plantcat_8,63380
detail_1988,2014-09-15,2.48,,,plantcat_8,63015
detail_1989,2015-08-28,3,,,plantcat_8,63015
detail_1990,2018-11-14,11.51,,,plantcat_8,63110
detail_1991,2016-05-31,8.35,,,plantcat_8,63216
detail_1992,2018-03-29,11.69,,,plantcat_8,63261
detail_1993,2020-09-16,4.45,,,plantcat_8,64096
detail_1994,2015-03-30,62.4,,,plantcat_8,63610
detail_1995,2016-04-29,6.44,,,plantcat_8,63961
detail_1996,2015-07-08,4.5,,,plantcat_9,63552
detail_1997,2020-08-25,4.08,,,plantcat_8,63386
detail_1998,2015-07-11,18.36,,,plantcat_9,63381
detail_1999,2013-12-30,48.88,,,plantcat_8,63622
detail_2000,2015-06-25,40.43,,,plantcat_8,63574
detail_2001,2017-12-13,18.29,,,plantcat_8,63569
detail_2002,2015-12-01,51.29,,,plantcat_8,63535
detail_2003,2013-12-17,1.04,,,plantcat_8,63662
detail_2004,2014-11-21,8.75,,,plantcat_8,64296
detail_2005,2016-11-14,19.76,,,plantcat_8,64269
detail_2006,2017-09-21,280.11,,,plantcat_8,63786
detail_2007,2015-09-08,104.69,,,plantcat_8,63645
detail_2008,2015-03-18,173.71,,,plantcat_8,63953
detail_2009,2014-12-03,352.08,,,plantcat_10,63726
detail_2010,2014-12-22,24.7,,,plantcat_8,63997
detail_2011,2020-10-14,9.3,,,plantcat_8,63818
detail_2012,2015-09-29,6.24,,,plantcat_8,63968
detail_2013,2015-03-27,18.87,,,plantcat_8,63804
detail_2014,2013-11-05,2.06,,,plantcat_8,64589
detail_2015,2017-12-13,27.3,,,plantcat_8,63862
detail_2016,2014-07-16,9.54,,,plantcat_9,63960
detail_2017,2013-06-13,14.82,,,plantcat_8,64053
detail_2018,2017-03-31,13.5,,,plantcat_8,64255
detail_2019,2018-01-10,4.5,,,plantcat_8,64255
detail_2020,2015-02-24,146.55,,,plantcat_8,64313
detail_2021,2016-08-11,6.89,,,plantcat_8,70782
detail_2022,2015-08-12,24.12,,,plantcat_8,64336
detail_2023,2015-11-06,4.07,,,plantcat_9,64391
detail_2024,2017-03-23,3.48,,,plantcat_8,64632
detail_2025,2017-06-29,4.72,,,plantcat_8,65497
detail_2026,2015-09-29,34.45,,,plantcat_8,64445
detail_2027,2013-07-31,7.75,,,plantcat_8,64706
detail_2028,2015-04-29,0.54,,,plantcat_8,65115
detail_2029,2020-03-27,47.75,,,plantcat_9,74833
detail_2030,2020-03-18,17.28,,,plantcat_8,74828
detail_2031,2016-11-08,747.04,,,plantcat_8,64593
detail_2032,2019-04-10,74.4,,,plantcat_8,64506
detail_2033,2015-08-20,26,,,plantcat_8,64508
detail_2034,2017-12-20,72.8,,,plantcat_9,64503
detail_2035,2015-09-18,122.98,,,plantcat_8,64607
detail_2036,2015-09-23,276.64,,,plantcat_8,64561
detail_2037,2016-03-09,4.85,,,plantcat_8,64525
detail_2038,2015-02-24,6.63,,,plantcat_8,65142
detail_2039,2014-04-03,7.25,,,plantcat_8,64710
detail_2040,2019-07-12,9.6,,,plantcat_9,64621
detail_2041,2020-11-20,48.75,,,plantcat_8,64724
detail_2042,2016-03-22,137.94,,,plantcat_8,67522
detail_2043,2014-07-11,10.97,,,plantcat_8,64702
detail_2044,2017-05-27,18.59,,,plantcat_8,65029
detail_2045,2014-10-09,6.56,,,plantcat_8,64818
detail_2046,2014-11-12,7.85,,,plantcat_8,65045
detail_2047,2013-12-16,66.5,,,plantcat_8,64912
detail_2048,2013-12-13,12.72,,,plantcat_8,64817
detail_2049,2018-03-07,20.52,,,plantcat_9,65610
detail_2050,2014-08-13,2.07,,,plantcat_8,65128
detail_2051,2016-08-27,125.97,,,plantcat_8,65537
detail_2052,2013-04-02,5.46,,,plantcat_8,65040
detail_2053,2013-12-18,6.56,,,plantcat_8,65929
detail_2054,2015-03-18,6.5,,,plantcat_8,65182
detail_2055,2018-12-11,301.8,,,plantcat_8,65172
detail_2056,2013-12-16,9.07,,,plantcat_8,65251
detail_2057,2020-02-21,25.62,,,plantcat_8,66058
detail_2058,2020-03-20,50.63,,,plantcat_8,66058
detail_2059,2016-12-07,19.38,,,plantcat_8,65301
detail_2060,2013-05-03,2.92,,,plantcat_8,65433
detail_2061,2020-06-24,3.47,,,plantcat_8,65433
detail_2062,2016-07-12,3.27,,,plantcat_8,65389
detail_2063,2018-07-23,1.46,,,plantcat_9,65410
detail_2064,2015-06-24,64.98,,,plantcat_8,65674
detail_2065,2014-08-04,53.82,,,plantcat_8,65539
detail_2066,2016-04-14,6.12,,,plantcat_9,65708
detail_2067,2019-11-25,5.94,,,plantcat_8,65636
detail_2068,2015-12-11,14.04,,,plantcat_8,65550
detail_2069,2014-07-01,9.36,,,plantcat_8,65611
detail_2070,2014-09-13,13.8,,,plantcat_9,65822
detail_2071,2015-09-29,124.54,,,plantcat_8,65788
detail_2072,2018-01-30,5.87,,,plantcat_8,76139
detail_2073,2019-11-08,36.98,,,plantcat_8,65743
detail_2074,2020-03-02,9,,,plantcat_8,65768
detail_2075,2015-03-27,141.78,,,plantcat_8,65795
detail_2076,2016-05-23,41.4,,,plantcat_8,65795
detail_2077,2020-10-22,91.12,,,plantcat_8,65795
detail_2078,2019-08-16,117.8,,,plantcat_8,69371
detail_2079,2017-07-18,5.4,,,plantcat_9,65789
detail_2080,2015-09-25,3.24,,,plantcat_8,65821
detail_2081,2016-03-11,1.23,,,plantcat_8,65809
detail_2082,2017-04-14,47,,,plantcat_8,65897
detail_2083,2014-10-07,72.9,,,plantcat_8,65866
detail_2084,2019-12-20,110.5,,,plantcat_8,65866
detail_2085,2015-09-29,186.06,,,plantcat_8,65974
detail_2086,2018-06-21,65.98,,,plantcat_8,66278
detail_2087,2019-08-23,118.3,,,plantcat_8,66278
detail_2088,2019-09-10,85.8,,,plantcat_8,66278
detail_2089,2013-07-04,3.96,,,plantcat_9,66023
detail_2090,2017-06-20,57.75,,,plantcat_8,66057
detail_2091,2020-08-11,11.78,,,plantcat_9,66093
detail_2092,2016-12-01,14.58,,,plantcat_8,66164
detail_2093,2014-11-20,224.91,,,plantcat_8,66466
detail_2094,2014-02-13,5.3,,,plantcat_8,66436
detail_2095,2015-03-23,5.67,,,plantcat_8,66436
detail_2096,2016-03-31,8.1,,,plantcat_8,66882
detail_2097,2013-11-27,1.34,,,plantcat_8,66177
detail_2098,2016-10-24,2.12,,,plantcat_8,66325
detail_2099,2020-09-18,138.24,,,plantcat_8,66323
detail_2100,2014-06-18,2.04,,,plantcat_9,66339
detail_2101,2017-11-08,4.02,,,plantcat_8,66584
detail_2102,2014-05-01,1.06,,,plantcat_8,66283
detail_2103,2020-04-17,9.92,,,plantcat_8,66291
detail_2104,2016-03-11,21.38,,,plantcat_8,66385
detail_2105,2015-09-24,3.79,,,plantcat_8,66888
detail_2106,2017-05-16,7.7,,,plantcat_8,66888
detail_2107,2014-09-18,5.04,,,plantcat_8,66566
detail_2108,2015-02-13,40.04,,,plantcat_8,66626
detail_2109,2017-12-12,25.52,,,plantcat_8,66538
detail_2110,2016-07-22,15.12,,,plantcat_8,66563
detail_2111,2014-05-21,0.39,,,plantcat_8,66591
detail_2112,2013-04-11,64.26,,,plantcat_8,67065
detail_2113,2014-12-18,46.31,,,plantcat_8,67065
detail_2114,2018-08-02,2.79,,,plantcat_8,66722
detail_2115,2013-12-23,13.26,,,plantcat_8,66687
detail_2116,2016-07-13,71.76,,,plantcat_8,67232
detail_2117,2016-11-30,45.9,,,plantcat_8,66795
detail_2118,2014-05-20,68.12,,,plantcat_8,66900
detail_2119,2018-03-29,14.37,,,plantcat_9,68759
detail_2120,2017-04-12,2.01,,,plantcat_8,67150
detail_2121,2017-01-18,13.52,,,plantcat_8,66822
detail_2122,2018-07-10,21.6,,,plantcat_8,66972
detail_2123,2015-09-29,74.88,,,plantcat_8,67114
detail_2124,2013-11-15,7.65,,,plantcat_8,67138
detail_2125,2017-07-13,3.15,,,plantcat_8,67035
detail_2126,2014-09-29,119.34,,,plantcat_8,67217
detail_2127,2019-08-23,156.24,,,plantcat_8,67217
detail_2128,2020-08-11,3.55,,,plantcat_8,67137
detail_2129,2014-03-28,2.65,,,plantcat_8,67173
detail_2130,2018-07-11,52.44,,,plantcat_8,67136
detail_2131,2014-06-06,4.94,,,plantcat_8,67068
detail_2132,2015-03-25,5,,,plantcat_8,67252
detail_2133,2015-09-03,2.85,,,plantcat_8,67252
detail_2134,2020-06-05,4.3,,,plantcat_9,67305
detail_2135,2019-06-13,7.32,,,plantcat_8,67791
detail_2136,2017-09-06,5.31,,,plantcat_8,68217
detail_2137,2020-05-31,6.93,,,plantcat_8,68217
detail_2138,2017-12-21,181.72,,,plantcat_8,67566
detail_2139,2014-06-14,2.12,,,plantcat_8,67788
detail_2140,2017-11-27,33.95,,,plantcat_8,67838
detail_2141,2014-11-08,1.06,,,plantcat_8,67607
detail_2142,2015-03-26,75,,,plantcat_8,67662
detail_2143,2016-11-02,3.36,,,plantcat_8,67710
detail_2144,2013-08-13,37.7,,,plantcat_8,67958
detail_2145,2013-08-29,34.32,,,plantcat_8,67958
detail_2146,2014-03-06,34.32,,,plantcat_8,67958
detail_2147,2014-10-31,10.5,,,plantcat_8,67815
detail_2148,2020-03-07,987.35,,,plantcat_8,68579
detail_2149,2014-05-22,4.59,,,plantcat_8,67804
detail_2150,2019-08-13,535.68,,,plantcat_8,68366
detail_2151,2019-08-13,71.78,,,plantcat_8,68366
detail_2152,2018-10-16,11.8,,,plantcat_9,89481
detail_2153,2015-09-14,7.95,,,plantcat_9,67981
detail_2154,2019-02-17,6.03,,,plantcat_8,68046
detail_2155,2019-07-12,9.9,,,plantcat_8,68364
detail_2156,2013-12-20,3,,,plantcat_9,68097
detail_2157,2018-10-01,9.44,,,plantcat_8,68336
detail_2158,2018-12-14,80.46,,,plantcat_8,68258
detail_2159,2017-08-18,1,,,plantcat_8,68758
detail_2160,2012-03-30,3.04,,,plantcat_9,68748
detail_2161,2013-04-29,0.19,,,plantcat_8,68748
detail_2162,2013-04-29,3.76,,,plantcat_9,68748
detail_2163,2014-12-16,3.24,,,plantcat_8,68107
detail_2164,2020-03-27,5.4,,,plantcat_8,68155
detail_2165,2014-06-27,2.3,,,plantcat_9,68296
detail_2166,2015-03-31,8.4,,,plantcat_8,68516
detail_2167,2016-09-16,8.48,,,plantcat_8,69352
detail_2168,2013-12-19,30.6,,,plantcat_8,73769
detail_2169,2020-08-25,60.48,,,plantcat_8,68402
detail_2170,2016-01-25,44.72,,,plantcat_8,68502
detail_2171,2016-03-09,3.47,,,plantcat_9,68371
detail_2172,2015-07-21,3.75,,,plantcat_9,69134
detail_2173,2016-08-15,3.64,,,plantcat_8,68873
detail_2174,2020-10-22,8.8,,,plantcat_8,68598
detail_2175,2014-07-25,6,,,plantcat_8,68590
detail_2176,2017-10-31,5.8,,,plantcat_8,68732
detail_2177,2013-09-04,3.18,,,plantcat_9,68609
detail_2178,2018-08-31,15.6,,,plantcat_8,68668
detail_2179,2014-02-14,39.27,,,plantcat_8,68761
detail_2180,2015-05-18,1.56,,,plantcat_8,68857
detail_2181,2017-01-23,124.8,,,plantcat_8,68861
detail_2182,2015-03-30,124.44,,,plantcat_8,68782
detail_2183,2016-01-04,13.77,,,plantcat_8,68797
detail_2184,2019-06-04,62.22,,,plantcat_8,69146
detail_2185,2015-07-21,16.26,,,plantcat_9,68900
detail_2186,2015-03-27,1.53,,,plantcat_8,68952
detail_2187,2016-09-16,148.5,,,plantcat_8,69052
detail_2188,2014-06-10,4.08,,,plantcat_8,68995
detail_2189,2015-06-23,5.4,,,plantcat_8,68995
detail_2190,2016-08-04,71.5,,,plantcat_8,68981
detail_2191,2014-10-01,3.8,,,plantcat_8,68992
detail_2192,2018-03-29,271.08,,,plantcat_8,71082
detail_2193,2016-01-12,9.88,,,plantcat_8,69045
detail_2194,2020-02-28,7.2,,,plantcat_9,69121
detail_2195,2014-08-07,36.38,,,plantcat_9,69256
detail_2196,2013-11-02,8.37,,,plantcat_8,69132
detail_2197,2019-07-17,50.07,,,plantcat_8,69404
detail_2198,2017-09-04,24.64,,,plantcat_9,77434
detail_2199,2014-05-20,0.24,,,plantcat_8,69213
detail_2200,2016-09-30,5.18,,,plantcat_8,69213
detail_2201,2019-03-29,8.4,,,plantcat_8,69074
detail_2202,2018-11-27,10.05,,,plantcat_8,86622
detail_2203,2018-09-30,19.2,,,plantcat_9,69175
detail_2204,2020-09-17,86.13,,,plantcat_8,69358
detail_2205,2017-09-29,17.62,,,plantcat_8,69855
detail_2206,2014-06-10,3.06,,,plantcat_8,69380
detail_2207,2015-10-30,3.3,,,plantcat_8,69380
detail_2208,2014-12-10,3.12,,,plantcat_8,71073
detail_2209,2019-04-24,3.47,,,plantcat_8,71073
detail_2210,2015-12-07,10.8,,,plantcat_8,69766
detail_2211,2019-01-15,4.8,,,plantcat_8,69480
detail_2212,2017-01-25,5.76,,,plantcat_9,69492
detail_2213,2014-04-28,73.84,,,plantcat_8,69728
detail_2214,2020-07-01,920,,,plantcat_8,69728
detail_2215,2014-08-27,3,,,plantcat_9,69596
detail_2216,2015-06-10,4.4,,,plantcat_8,71260
detail_2217,2015-01-14,4.32,,,plantcat_8,69598
detail_2218,2014-10-13,28.98,,,plantcat_8,69744
detail_2219,2016-09-07,2.88,,,plantcat_9,69745
detail_2220,2014-07-24,48.29,,,plantcat_9,69820
detail_2221,2017-07-03,8.12,,,plantcat_8,70010
detail_2222,2020-05-14,27.54,,,plantcat_8,69893
detail_2223,2014-10-30,10.2,,,plantcat_8,70000
detail_2224,2014-06-05,61.2,,,plantcat_8,69998
detail_2225,2016-04-26,18.36,,,plantcat_9,69943
detail_2226,2019-07-09,4.8,,,plantcat_8,71346
detail_2227,2015-05-23,7.8,,,plantcat_8,69974
detail_2228,2019-07-26,18.9,,,plantcat_8,69985
detail_2229,2015-03-10,9,,,plantcat_9,70021
detail_2230,2014-04-25,3.51,,,plantcat_8,69947
detail_2231,2014-01-20,66.3,,,plantcat_8,70441
detail_2232,2018-03-31,32.03,,,plantcat_8,70054
detail_2233,2019-10-17,39.6,,,plantcat_8,70054
detail_2234,2018-03-29,442.8,,,plantcat_8,70880
detail_2235,2020-10-07,120.36,,,plantcat_8,70111
detail_2236,2015-09-14,38.48,,,plantcat_8,70224
detail_2237,2013-12-18,23.29,,,plantcat_9,70203
detail_2238,2014-03-13,1,,,plantcat_8,70212
detail_2239,2014-10-30,2.16,,,plantcat_8,70282
detail_2240,2015-11-10,5,,,plantcat_8,70280
detail_2241,2015-03-25,16.8,,,plantcat_8,71152
detail_2242,2017-10-31,83.03,,,plantcat_8,70263
detail_2243,2014-04-23,3.71,,,plantcat_8,70422
detail_2244,2014-12-19,45.5,,,plantcat_8,70533
detail_2245,2016-04-12,45.6,,,plantcat_8,70676
detail_2246,2016-01-22,4.95,,,plantcat_8,73307
detail_2247,2019-10-03,2.62,,,plantcat_8,73303
detail_2248,2020-06-30,10.24,,,plantcat_8,70430
detail_2249,2020-12-23,5.28,,,plantcat_10,81245
detail_2250,2014-10-22,5.4,,,plantcat_9,70846
detail_2251,2015-03-10,2.16,,,plantcat_8,70846
detail_2252,2015-01-19,10.71,,,plantcat_8,70451
detail_2253,2017-12-22,28.78,,,plantcat_9,70494
detail_2254,2018-04-26,46.1,,,plantcat_9,70494
detail_2255,2014-05-20,0.26,,,plantcat_8,70619
detail_2256,2020-04-13,3.66,,,plantcat_10,70788
detail_2257,2016-02-24,190.58,,,plantcat_8,71088
detail_2258,2019-04-18,4.1,,,plantcat_9,70617
detail_2259,2019-12-13,3.72,,,plantcat_9,70688
detail_2260,2015-05-04,46.8,,,plantcat_8,70791
detail_2261,2015-08-25,424.32,,,plantcat_8,70928
detail_2262,2015-10-08,25.42,,,plantcat_8,70923
detail_2263,2017-09-19,108.12,,,plantcat_8,71565
detail_2264,2016-07-22,2.79,,,plantcat_9,70730
detail_2265,2017-08-21,2.25,,,plantcat_9,70730
detail_2266,2020-01-14,10.5,,,plantcat_8,70825
detail_2267,2020-12-31,600,,,plantcat_8,70842
detail_2268,2015-03-30,137.7,,,plantcat_8,70821
detail_2269,2014-12-19,6.6,,,plantcat_8,70866
detail_2270,2015-08-07,87.88,,,plantcat_8,70959
detail_2271,2017-08-10,37.05,,,plantcat_8,70959
detail_2272,2014-04-02,8.16,,,plantcat_8,70973
detail_2273,2014-05-08,122.91,,,plantcat_8,70953
detail_2274,2018-07-09,379.2,,,plantcat_8,81260
detail_2275,2017-05-31,2.52,,,plantcat_8,71528
detail_2276,2015-09-21,9.41,,,plantcat_8,71094
detail_2277,2017-03-21,26.46,,,plantcat_8,75053
detail_2278,2018-10-30,6,,,plantcat_9,71169
detail_2279,2014-05-15,193.96,,,plantcat_8,71229
detail_2280,2015-03-17,12,,,plantcat_8,74408
detail_2281,2016-10-08,4.41,,,plantcat_8,71492
detail_2282,2014-08-28,3.12,,,plantcat_8,71324
detail_2283,2013-12-27,809.5,,,plantcat_8,71327
detail_2284,2014-10-31,73.44,,,plantcat_8,71327
detail_2285,2014-12-22,195.33,,,plantcat_8,71327
detail_2286,2015-02-16,539.33,,,plantcat_8,71327
detail_2287,2014-12-22,195.33,,,plantcat_8,71328
detail_2288,2015-02-16,539.33,,,plantcat_8,71328
detail_2289,2016-05-19,8.28,,,plantcat_9,71347
detail_2290,2014-10-21,8.2,,,plantcat_8,71350
detail_2291,2015-08-18,16.75,,,plantcat_8,72048
detail_2292,2014-02-25,1.53,,,plantcat_9,71419
detail_2293,2014-07-08,32.37,,,plantcat_9,71603
detail_2294,2014-12-12,49.92,,,plantcat_9,71603
detail_2295,2017-03-08,13.75,,,plantcat_8,71390
detail_2296,2019-06-13,119.66,,,plantcat_8,71586
detail_2297,2019-12-10,23.25,,,plantcat_8,71586
detail_2298,2014-12-15,6.9,,,plantcat_8,77469
detail_2299,2017-02-27,102.08,,,plantcat_8,71486
detail_2300,2014-05-30,79.05,,,plantcat_8,71677
detail_2301,2015-03-11,2.42,,,plantcat_8,71525
detail_2302,2017-04-06,3.24,,,plantcat_8,71525
detail_2303,2015-03-20,3.27,,,plantcat_8,71526
detail_2304,2017-03-16,19.35,,,plantcat_8,71611
detail_2305,2014-09-22,10.6,,,plantcat_8,71629
detail_2306,2016-05-21,2.7,,,plantcat_8,71607
detail_2307,2020-10-17,3,,,plantcat_9,71563
detail_2308,2015-09-16,8.34,,,plantcat_8,71628
detail_2309,2020-03-29,50.75,,,plantcat_8,71621
detail_2310,2017-07-25,6.56,,,plantcat_8,71794
detail_2311,2019-06-18,5.12,,,plantcat_8,71794
detail_2312,2015-03-24,3.18,,,plantcat_8,71771
detail_2313,2014-09-16,3.69,,,plantcat_8,71890
detail_2314,2014-11-01,2.31,,,plantcat_8,72001
detail_2315,2015-07-24,5.36,,,plantcat_9,74431
detail_2316,2016-03-21,3.64,,,plantcat_8,72051
detail_2317,2020-07-16,3.9,,,plantcat_8,72051
detail_2318,2016-05-20,5.54,,,plantcat_8,72059
detail_2319,2014-08-06,37.44,,,plantcat_9,72542
detail_2320,2014-08-29,10.6,,,plantcat_8,72162
detail_2321,2014-05-24,9.18,,,plantcat_9,72154
detail_2322,2015-06-30,4.77,,,plantcat_9,72289
detail_2323,2017-06-24,7.04,,,plantcat_8,72180
detail_2324,2017-12-22,9.24,,,plantcat_8,72180
detail_2325,2020-03-31,1,,,plantcat_8,72300
detail_2326,2015-09-21,3.12,,,plantcat_8,72986
detail_2327,2014-09-22,2.12,,,plantcat_8,72239
detail_2328,2015-03-28,29.89,,,plantcat_8,72294
detail_2329,2014-04-08,10.01,,,plantcat_8,72770
detail_2330,2015-03-25,11.76,,,plantcat_9,72392
detail_2331,2018-04-30,4,,,plantcat_9,72533
detail_2332,2015-04-08,2.4,,,plantcat_9,72545
detail_2333,2014-03-31,2.75,,,plantcat_8,72618
detail_2334,2015-03-31,157.56,,,plantcat_8,72482
detail_2335,2019-12-01,9,,,plantcat_9,72510
detail_2336,2014-12-01,41.34,,,plantcat_8,72521
detail_2337,2020-03-28,19.92,,,plantcat_8,72614
detail_2338,2019-12-06,2.48,,,plantcat_8,72589
detail_2339,2016-03-24,2.97,,,plantcat_8,72675
detail_2340,2016-11-22,7.08,,,plantcat_8,72891
detail_2341,2017-08-23,132.6,,,plantcat_8,80080
detail_2342,2014-06-10,2.96,,,plantcat_9,72749
detail_2343,2016-07-27,2.78,,,plantcat_8,72763
detail_2344,2020-07-15,0.76,,,plantcat_8,73128
detail_2345,2019-09-26,0.3,,,plantcat_8,72833
detail_2346,2015-03-30,198.64,,,plantcat_8,72970
detail_2347,2016-06-16,6.27,,,plantcat_8,73176
detail_2348,2015-06-12,12.88,,,plantcat_8,73013
detail_2349,2014-11-14,14.5,,,plantcat_8,73020
detail_2350,2015-02-10,1.28,,,plantcat_8,73167
detail_2351,2020-06-13,7.92,,,plantcat_8,73503
detail_2352,2016-08-27,1.57,,,plantcat_8,73179
detail_2353,2021-02-20,4.55,,,plantcat_8,73198
detail_2354,2019-11-18,7.75,,,plantcat_8,73335
detail_2355,2014-04-30,5.98,,,plantcat_8,73289
detail_2356,2014-03-21,54.25,,,plantcat_8,75043
detail_2357,2014-04-14,5.18,,,plantcat_8,73443
detail_2358,2014-08-21,65.46,,,plantcat_8,73633
detail_2359,2014-12-11,26.52,,,plantcat_8,73357
detail_2360,2014-09-24,6.21,,,plantcat_10,73423
detail_2361,2015-09-30,19.88,,,plantcat_9,73423
detail_2362,2016-02-10,46.17,,,plantcat_8,73590
detail_2363,2017-11-29,18.76,,,plantcat_8,73590
detail_2364,2018-10-29,2.03,,,plantcat_9,73972
detail_2365,2020-06-17,7.44,,,plantcat_8,73623
detail_2366,2014-11-14,2.16,,,plantcat_8,74334
detail_2367,2014-04-08,0.54,,,plantcat_8,73587
detail_2368,2014-06-16,0.66,,,plantcat_8,73974
detail_2369,2016-06-22,8.42,,,plantcat_8,73974
detail_2370,2018-06-06,3.3,,,plantcat_8,73974
detail_2371,2014-04-10,1.02,,,plantcat_9,73691
detail_2372,2016-06-03,2.45,,,plantcat_8,73776
detail_2373,2015-03-24,79.38,,,plantcat_8,75115
detail_2374,2014-08-26,2.16,,,plantcat_8,73773
detail_2375,2014-06-17,150.92,,,plantcat_8,74080
detail_2376,2014-12-16,13.5,,,plantcat_8,73917
detail_2377,2015-12-11,22.88,,,plantcat_8,73917
detail_2378,2014-12-16,27,,,plantcat_8,73916
detail_2379,2018-04-30,14.19,,,plantcat_10,73940
detail_2380,2016-09-24,2.18,,,plantcat_8,74102
detail_2381,2014-09-11,3.36,,,plantcat_8,74033
detail_2382,2018-03-16,2.28,,,plantcat_9,74168
detail_2383,2016-03-11,27.54,,,plantcat_8,76255
detail_2384,2017-05-04,142.04,,,plantcat_8,75752
detail_2385,2018-08-20,8.55,,,plantcat_9,74212
detail_2386,2017-11-16,14.94,,,plantcat_9,74218
detail_2387,2015-09-29,3.22,,,plantcat_8,74394
detail_2388,2018-08-21,19.47,,,plantcat_8,74452
detail_2389,2016-02-26,0.84,,,plantcat_8,74606
detail_2390,2015-09-24,17.16,,,plantcat_8,74916
detail_2391,2018-12-06,86.45,,,plantcat_8,74916
detail_2392,2014-04-01,3.24,,,plantcat_9,75375
detail_2393,2016-04-13,2.95,,,plantcat_9,74409
detail_2394,2018-05-01,2.4,,,plantcat_9,74609
detail_2395,2014-03-28,6.75,,,plantcat_8,74494
detail_2396,2017-11-03,18,,,plantcat_9,75457
detail_2397,2015-05-20,5.04,,,plantcat_8,74648
detail_2398,2018-04-30,2.08,,,plantcat_8,74599
detail_2399,2015-09-22,10.6,,,plantcat_8,74910
detail_2400,2016-04-29,12.1,,,plantcat_8,76676
detail_2401,2019-03-29,6.9,,,plantcat_8,74986
detail_2402,2016-12-02,3.3,,,plantcat_8,74996
detail_2403,2014-12-12,0.26,,,plantcat_8,75085
detail_2404,2016-02-26,4.4,,,plantcat_8,75040
detail_2405,2015-12-22,3.3,,,plantcat_8,75344
detail_2406,2013-12-27,39.6,,,plantcat_8,75434
detail_2407,2018-11-22,78,,,plantcat_8,75394
detail_2408,2019-05-09,136.36,,,plantcat_8,75386
detail_2409,2017-03-13,14.25,,,plantcat_9,75454
detail_2410,2014-05-06,0.75,,,plantcat_8,75609
detail_2411,2018-11-10,6.93,,,plantcat_8,75756
detail_2412,2020-09-25,39.6,,,plantcat_8,75835
detail_2413,2014-07-30,19.62,,,plantcat_8,75896
detail_2414,2018-06-12,14.34,,,plantcat_8,75882
detail_2415,2018-03-20,3.9,,,plantcat_9,76104
detail_2416,2020-10-02,7.68,,,plantcat_9,75894
detail_2417,2017-08-01,920.04,,,plantcat_8,75991
detail_2418,2016-11-11,13.02,,,plantcat_8,75946
detail_2419,2015-03-27,5.28,,,plantcat_8,75975
detail_2420,2016-04-18,5.8,,,plantcat_8,76052
detail_2421,2015-03-10,7.59,,,plantcat_8,76155
detail_2422,2019-11-27,3.24,,,plantcat_8,76142
detail_2423,2014-12-04,8.48,,,plantcat_8,76733
detail_2424,2019-05-30,9.15,,,plantcat_8,76200
detail_2425,2018-07-05,9.6,,,plantcat_8,76404
detail_2426,2015-09-30,0.99,,,plantcat_8,76662
detail_2427,2015-03-30,12.51,,,plantcat_8,76624
detail_2428,2015-08-05,4.68,,,plantcat_8,76482
detail_2429,2016-11-16,3.96,,,plantcat_9,76482
detail_2430,2020-09-01,143.01,,,plantcat_8,76699
detail_2431,2017-12-15,2.4,,,plantcat_8,76495
detail_2432,2016-09-21,85.59,,,plantcat_9,76677
detail_2433,2018-05-30,9.9,,,plantcat_8,76647
detail_2434,2020-04-30,5.45,,,plantcat_8,76570
detail_2435,2015-05-12,9.76,,,plantcat_8,76588
detail_2436,2020-03-25,7.04,,,plantcat_8,76588
detail_2437,2020-05-26,10.68,,,plantcat_9,76633
detail_2438,2015-03-14,50.18,,,plantcat_8,76658
detail_2439,2015-03-30,6.12,,,plantcat_9,77087
detail_2440,2018-09-18,2.68,,,plantcat_8,76760
detail_2441,2016-06-22,3.3,,,plantcat_8,76726
detail_2442,2018-01-18,10.05,,,plantcat_8,76726
detail_2443,2018-06-25,7.8,,,plantcat_8,76843
detail_2444,2015-12-17,58.5,,,plantcat_8,77003
detail_2445,2017-06-26,2.87,,,plantcat_10,77037
detail_2446,2014-04-09,1.59,,,plantcat_8,77213
detail_2447,2019-09-30,5.53,,,plantcat_8,77119
detail_2448,2017-06-09,9.72,,,plantcat_8,77062
detail_2449,2017-09-12,3.6,,,plantcat_8,77162
detail_2450,2017-08-04,5.67,,,plantcat_8,77234
detail_2451,2015-06-30,2.62,,,plantcat_8,77149
detail_2452,2018-03-23,5.13,,,plantcat_8,77248
